,date,open,high,low,close,volume
62,2021-05-17 01:48:00,1.40973,1.40973,1.40972,1.40973,6.0
63,2021-05-17 01:49:00,1.40973,1.40973,1.40973,1.40973,4.0
64,2021-05-17 01:50:00,1.40973,1.40973,1.40973,1.40973,12.0
65,2021-05-17 01:51:00,1.40973,1.40973,1.40964,1.40967,9.0
66,2021-05-17 01:52:00,1.40967,1.40967,1.40962,1.40962,6.0
67,2021-05-17 01:53:00,1.40964,1.40972,1.40962,1.40971,13.0
68,2021-05-17 01:54:00,1.40971,1.40974,1.40971,1.40971,19.0
69,2021-05-17 01:55:00,1.40971,1.40982,1.40971,1.4098,13.0
70,2021-05-17 01:56:00,1.40982,1.40983,1.40982,1.40983,8.0
71,2021-05-17 01:57:00,1.40983,1.40983,1.40966,1.40971,23.0
72,2021-05-17 01:58:00,1.40971,1.40971,1.4097,1.4097,9.0
73,2021-05-17 01:59:00,1.40972,1.40973,1.40963,1.40972,17.0
74,2021-05-17 02:00:00,1.40968,1.40968,1.40951,1.40954,36.0
75,2021-05-17 02:01:00,1.40953,1.40973,1.4095,1.40973,21.0
76,2021-05-17 02:02:00,1.4097,1.40974,1.4097,1.40973,9.0
77,2021-05-17 02:03:00,1.40974,1.40983,1.40973,1.40983,11.0
78,2021-05-17 02:04:00,1.40983,1.40989,1.40983,1.40989,5.0
79,2021-05-17 02:05:00,1.40991,1.41002,1.40991,1.41002,4.0
80,2021-05-17 02:06:00,1.41002,1.41002,1.41002,1.41002,2.0
81,2021-05-17 02:07:00,1.41004,1.41004,1.41003,1.41003,4.0
82,2021-05-17 02:08:00,1.41003,1.41003,1.41003,1.41003,2.0
83,2021-05-17 02:09:00,1.41003,1.41003,1.41002,1.41002,4.0
84,2021-05-17 02:10:00,1.40997,1.40999,1.40988,1.40991,9.0
85,2021-05-17 02:11:00,1.41,1.41007,1.41,1.41007,7.0
86,2021-05-17 02:12:00,1.41006,1.41006,1.41006,1.41006,12.0
87,2021-05-17 02:13:00,1.41012,1.41014,1.41012,1.41013,4.0
88,2021-05-17 02:14:00,1.41013,1.41019,1.41011,1.41018,12.0
89,2021-05-17 02:15:00,1.41014,1.41014,1.41012,1.41013,6.0
90,2021-05-17 02:16:00,1.41012,1.41013,1.41001,1.41003,17.0
91,2021-05-17 02:17:00,1.41005,1.41013,1.41005,1.41009,8.0
92,2021-05-17 02:18:00,1.41002,1.41012,1.41002,1.41012,11.0
93,2021-05-17 02:19:00,1.41011,1.41012,1.41011,1.41012,4.0
94,2021-05-17 02:20:00,1.41012,1.41012,1.41012,1.41012,7.0
95,2021-05-17 02:21:00,1.41019,1.4102,1.41013,1.41013,5.0
96,2021-05-17 02:22:00,1.4101,1.41016,1.4101,1.41013,9.0
97,2021-05-17 02:23:00,1.41022,1.41022,1.41019,1.41022,7.0
98,2021-05-17 02:24:00,1.41016,1.41018,1.41016,1.41018,5.0
99,2021-05-17 02:25:00,1.41018,1.41019,1.41016,1.41019,3.0
100,2021-05-17 02:26:00,1.41014,1.41014,1.41014,1.41014,1.0
101,2021-05-17 02:27:00,1.41012,1.41021,1.41012,1.41019,18.0
102,2021-05-17 02:28:00,1.4102,1.41031,1.4102,1.41031,6.0
103,2021-05-17 02:29:00,1.41032,1.41032,1.41017,1.41017,11.0
104,2021-05-17 02:30:00,1.41017,1.4102,1.41017,1.41018,6.0
105,2021-05-17 02:31:00,1.41016,1.41016,1.40996,1.41,14.0
106,2021-05-17 02:32:00,1.41002,1.4102,1.41002,1.41017,10.0
107,2021-05-17 02:33:00,1.41017,1.41018,1.41007,1.41018,7.0
108,2021-05-17 02:34:00,1.41021,1.41022,1.41016,1.41016,6.0
109,2021-05-17 02:35:00,1.41008,1.41011,1.41007,1.41007,20.0
110,2021-05-17 02:36:00,1.41007,1.41007,1.41007,1.41007,8.0
111,2021-05-17 02:37:00,1.41007,1.41017,1.41007,1.41016,27.0
112,2021-05-17 02:38:00,1.41018,1.4102,1.41016,1.41017,30.0
113,2021-05-17 02:39:00,1.41018,1.41022,1.41017,1.41019,21.0
114,2021-05-17 02:40:00,1.41018,1.41027,1.41018,1.41024,30.0
115,2021-05-17 02:41:00,1.41025,1.4103,1.41024,1.41029,7.0
116,2021-05-17 02:42:00,1.41027,1.4103,1.41019,1.41026,18.0
117,2021-05-17 02:43:00,1.41027,1.41031,1.41026,1.4103,7.0
118,2021-05-17 02:44:00,1.41031,1.41033,1.41028,1.41031,18.0
119,2021-05-17 02:45:00,1.4103,1.41032,1.4102,1.41028,17.0
120,2021-05-17 02:46:00,1.41031,1.41033,1.41022,1.41022,12.0
121,2021-05-17 02:47:00,1.41021,1.41025,1.41018,1.41023,7.0
122,2021-05-17 02:48:00,1.41024,1.41033,1.41021,1.41021,17.0
123,2021-05-17 02:49:00,1.41021,1.41022,1.4102,1.41021,7.0
124,2021-05-17 02:50:00,1.41026,1.41032,1.4102,1.4102,9.0
125,2021-05-17 02:51:00,1.41022,1.41024,1.4102,1.4102,10.0
126,2021-05-17 02:52:00,1.41021,1.41031,1.41021,1.41029,13.0
127,2021-05-17 02:53:00,1.41027,1.41033,1.41027,1.41031,6.0
128,2021-05-17 02:54:00,1.41033,1.41036,1.41033,1.41036,6.0
129,2021-05-17 02:55:00,1.41035,1.41038,1.41034,1.41038,10.0
130,2021-05-17 02:56:00,1.41043,1.41043,1.41025,1.41025,9.0
131,2021-05-17 02:57:00,1.41027,1.41028,1.41009,1.41009,13.0
132,2021-05-17 02:58:00,1.41009,1.41009,1.41006,1.41007,4.0
133,2021-05-17 02:59:00,1.41007,1.41009,1.41007,1.41008,13.0
134,2021-05-17 03:00:00,1.41007,1.41009,1.4098,1.40994,48.0
135,2021-05-17 03:01:00,1.40992,1.40999,1.4098,1.40981,49.0
136,2021-05-17 03:02:00,1.40983,1.40983,1.4098,1.4098,24.0
137,2021-05-17 03:03:00,1.4098,1.40983,1.4097,1.40974,39.0
138,2021-05-17 03:04:00,1.40974,1.40974,1.40966,1.40967,49.0
139,2021-05-17 03:05:00,1.4097,1.40973,1.40965,1.40973,20.0
140,2021-05-17 03:06:00,1.40974,1.40974,1.40963,1.40967,30.0
141,2021-05-17 03:07:00,1.40964,1.40964,1.40944,1.40957,55.0
142,2021-05-17 03:08:00,1.40956,1.40962,1.40955,1.40961,39.0
143,2021-05-17 03:09:00,1.4096,1.4096,1.4095,1.40954,36.0
144,2021-05-17 03:10:00,1.40951,1.40951,1.40937,1.40938,23.0
145,2021-05-17 03:11:00,1.40937,1.4094,1.40927,1.40929,54.0
146,2021-05-17 03:12:00,1.40931,1.40931,1.40916,1.40926,70.0
147,2021-05-17 03:13:00,1.40925,1.40925,1.4089,1.4089,61.0
148,2021-05-17 03:14:00,1.40891,1.40899,1.4089,1.40891,50.0
149,2021-05-17 03:15:00,1.40892,1.40906,1.40879,1.40882,76.0
150,2021-05-17 03:16:00,1.40883,1.40892,1.4088,1.40891,50.0
151,2021-05-17 03:17:00,1.40891,1.40895,1.40872,1.40872,44.0
152,2021-05-17 03:18:00,1.4088,1.40884,1.40876,1.40882,28.0
153,2021-05-17 03:19:00,1.40883,1.40893,1.40883,1.40892,25.0
154,2021-05-17 03:20:00,1.40891,1.40896,1.40886,1.40892,27.0
155,2021-05-17 03:21:00,1.40893,1.40897,1.40885,1.40896,19.0
156,2021-05-17 03:22:00,1.40896,1.40904,1.40896,1.40902,28.0
157,2021-05-17 03:23:00,1.40902,1.40904,1.40901,1.40903,19.0
158,2021-05-17 03:24:00,1.40903,1.40905,1.40903,1.40903,10.0
159,2021-05-17 03:25:00,1.40903,1.40914,1.40903,1.40914,11.0
160,2021-05-17 03:26:00,1.40914,1.40914,1.40879,1.4088,37.0
161,2021-05-17 03:27:00,1.4088,1.40881,1.40859,1.40859,39.0
162,2021-05-17 03:28:00,1.4086,1.40869,1.40858,1.40865,44.0
163,2021-05-17 03:29:00,1.40864,1.40864,1.40853,1.40863,31.0
164,2021-05-17 03:30:00,1.40863,1.40869,1.4086,1.40864,47.0
165,2021-05-17 03:31:00,1.40861,1.40871,1.4086,1.40871,27.0
166,2021-05-17 03:32:00,1.40871,1.40873,1.40859,1.40864,43.0
167,2021-05-17 03:33:00,1.40869,1.40874,1.40869,1.40872,25.0
168,2021-05-17 03:34:00,1.40873,1.40883,1.40872,1.40872,25.0
169,2021-05-17 03:35:00,1.40871,1.40871,1.40859,1.40862,25.0
170,2021-05-17 03:36:00,1.40862,1.4087,1.40862,1.40866,27.0
171,2021-05-17 03:37:00,1.40866,1.4088,1.40864,1.4088,31.0
172,2021-05-17 03:38:00,1.40878,1.40884,1.40874,1.40874,29.0
173,2021-05-17 03:39:00,1.40874,1.40879,1.40873,1.40874,16.0
174,2021-05-17 03:40:00,1.40874,1.40875,1.40868,1.40873,20.0
175,2021-05-17 03:41:00,1.40874,1.40874,1.40871,1.40873,11.0
176,2021-05-17 03:42:00,1.40872,1.40872,1.40853,1.40853,26.0
177,2021-05-17 03:43:00,1.40854,1.40862,1.40854,1.40861,15.0
178,2021-05-17 03:44:00,1.40862,1.40883,1.40861,1.40883,26.0
179,2021-05-17 03:45:00,1.40883,1.40896,1.40879,1.40895,36.0
180,2021-05-17 03:46:00,1.40899,1.40903,1.40892,1.40901,18.0
181,2021-05-17 03:47:00,1.40901,1.40902,1.40897,1.40898,19.0
182,2021-05-17 03:48:00,1.40897,1.40898,1.40889,1.40892,25.0
183,2021-05-17 03:49:00,1.40891,1.40891,1.40881,1.40881,36.0
184,2021-05-17 03:50:00,1.40882,1.40884,1.40876,1.40878,38.0
185,2021-05-17 03:51:00,1.40876,1.40879,1.40869,1.40879,27.0
186,2021-05-17 03:52:00,1.40881,1.40883,1.40862,1.40873,63.0
187,2021-05-17 03:53:00,1.40873,1.40883,1.4087,1.40873,40.0
188,2021-05-17 03:54:00,1.40872,1.40907,1.40872,1.40886,80.0
189,2021-05-17 03:55:00,1.40886,1.40888,1.40879,1.40884,41.0
190,2021-05-17 03:56:00,1.40889,1.40895,1.4088,1.4089,48.0
191,2021-05-17 03:57:00,1.40889,1.40894,1.40879,1.40886,43.0
192,2021-05-17 03:58:00,1.40889,1.40889,1.4088,1.4088,10.0
193,2021-05-17 03:59:00,1.40881,1.40882,1.40869,1.40869,14.0
194,2021-05-17 04:00:00,1.40867,1.40867,1.40848,1.40852,44.0
195,2021-05-17 04:01:00,1.40854,1.40869,1.40854,1.40866,41.0
196,2021-05-17 04:02:00,1.40865,1.40876,1.4085,1.4085,51.0
197,2021-05-17 04:03:00,1.40851,1.40869,1.40847,1.40869,39.0
198,2021-05-17 04:04:00,1.40866,1.4088,1.40862,1.40872,55.0
199,2021-05-17 04:05:00,1.40871,1.40875,1.40868,1.40871,34.0
200,2021-05-17 04:06:00,1.40872,1.40875,1.40871,1.40871,27.0
201,2021-05-17 04:07:00,1.40871,1.40883,1.40871,1.40874,31.0
202,2021-05-17 04:08:00,1.40875,1.40882,1.40872,1.40878,35.0
203,2021-05-17 04:09:00,1.40878,1.40882,1.40873,1.40881,28.0
204,2021-05-17 04:10:00,1.4088,1.40886,1.40879,1.40885,19.0
205,2021-05-17 04:11:00,1.40885,1.40888,1.4088,1.4088,44.0
206,2021-05-17 04:12:00,1.4088,1.40881,1.40865,1.40865,36.0
207,2021-05-17 04:13:00,1.40865,1.40865,1.4086,1.40861,30.0
208,2021-05-17 04:14:00,1.40861,1.40873,1.40861,1.40871,30.0
209,2021-05-17 04:15:00,1.40872,1.40872,1.40861,1.40861,59.0
210,2021-05-17 04:16:00,1.40861,1.40862,1.4085,1.4085,66.0
211,2021-05-17 04:17:00,1.40848,1.40861,1.40843,1.40859,59.0
212,2021-05-17 04:18:00,1.40861,1.40862,1.40849,1.4085,36.0
213,2021-05-17 04:19:00,1.40849,1.40856,1.4084,1.40856,42.0
214,2021-05-17 04:20:00,1.40851,1.40871,1.40851,1.40871,26.0
215,2021-05-17 04:21:00,1.4087,1.40871,1.40864,1.40867,24.0
216,2021-05-17 04:22:00,1.40866,1.40873,1.40858,1.40868,40.0
217,2021-05-17 04:23:00,1.40867,1.40869,1.40861,1.40863,37.0
218,2021-05-17 04:24:00,1.40862,1.4087,1.40861,1.40868,35.0
219,2021-05-17 04:25:00,1.40866,1.4089,1.40866,1.40889,54.0
220,2021-05-17 04:26:00,1.40886,1.40892,1.40881,1.4089,37.0
221,2021-05-17 04:27:00,1.4089,1.4089,1.40873,1.40875,17.0
222,2021-05-17 04:28:00,1.40876,1.40892,1.40876,1.40892,24.0
223,2021-05-17 04:29:00,1.40891,1.40892,1.40879,1.40885,37.0
224,2021-05-17 04:30:00,1.40888,1.40893,1.40883,1.40889,29.0
225,2021-05-17 04:31:00,1.4089,1.40893,1.40888,1.40892,21.0
226,2021-05-17 04:32:00,1.40891,1.40902,1.40891,1.40894,35.0
227,2021-05-17 04:33:00,1.40894,1.40899,1.40891,1.40899,34.0
228,2021-05-17 04:34:00,1.40899,1.40912,1.40899,1.409,43.0
229,2021-05-17 04:35:00,1.40899,1.409,1.40891,1.40891,34.0
230,2021-05-17 04:36:00,1.40892,1.409,1.40888,1.40888,26.0
231,2021-05-17 04:37:00,1.40887,1.40889,1.40872,1.40872,11.0
232,2021-05-17 04:38:00,1.40872,1.40892,1.40871,1.40892,35.0
233,2021-05-17 04:39:00,1.40892,1.40897,1.40882,1.40895,36.0
234,2021-05-17 04:40:00,1.40894,1.40897,1.4089,1.40892,29.0
235,2021-05-17 04:41:00,1.40892,1.40895,1.40882,1.40882,38.0
236,2021-05-17 04:42:00,1.40883,1.40883,1.40872,1.40872,33.0
237,2021-05-17 04:43:00,1.40872,1.40882,1.40872,1.40882,16.0
238,2021-05-17 04:44:00,1.40881,1.40882,1.40872,1.40878,15.0
239,2021-05-17 04:45:00,1.40877,1.40902,1.40877,1.40902,42.0
240,2021-05-17 04:46:00,1.40902,1.40904,1.40901,1.40902,35.0
241,2021-05-17 04:47:00,1.40901,1.40902,1.40898,1.40898,14.0
242,2021-05-17 04:48:00,1.40897,1.40897,1.40892,1.40894,8.0
243,2021-05-17 04:49:00,1.40895,1.40901,1.40892,1.40899,15.0
244,2021-05-17 04:50:00,1.409,1.40903,1.40891,1.40891,19.0
245,2021-05-17 04:51:00,1.4089,1.4089,1.40883,1.40884,15.0
246,2021-05-17 04:52:00,1.40884,1.40884,1.40882,1.40883,14.0
247,2021-05-17 04:53:00,1.40884,1.40888,1.40883,1.40886,30.0
248,2021-05-17 04:54:00,1.40884,1.40887,1.4088,1.4088,20.0
249,2021-05-17 04:55:00,1.40876,1.40878,1.40872,1.40873,42.0
250,2021-05-17 04:56:00,1.40874,1.40875,1.40857,1.40857,29.0
251,2021-05-17 04:57:00,1.40855,1.40856,1.40851,1.40855,16.0
252,2021-05-17 04:58:00,1.40854,1.40856,1.40852,1.40852,10.0
253,2021-05-17 04:59:00,1.40851,1.40853,1.4085,1.40851,23.0
254,2021-05-17 05:00:00,1.40852,1.40853,1.4081,1.40811,86.0
255,2021-05-17 05:01:00,1.40812,1.40835,1.40811,1.40834,71.0
256,2021-05-17 05:02:00,1.40835,1.40843,1.40834,1.40837,71.0
257,2021-05-17 05:03:00,1.40838,1.40838,1.40817,1.40819,65.0
258,2021-05-17 05:04:00,1.40819,1.40822,1.40801,1.40812,96.0
259,2021-05-17 05:05:00,1.40813,1.4082,1.40809,1.4082,69.0
260,2021-05-17 05:06:00,1.4082,1.40821,1.4081,1.40821,46.0
261,2021-05-17 05:07:00,1.40818,1.40823,1.4081,1.40811,37.0
262,2021-05-17 05:08:00,1.40811,1.40819,1.4081,1.40819,11.0
263,2021-05-17 05:09:00,1.4082,1.40821,1.40815,1.40821,12.0
264,2021-05-17 05:10:00,1.40821,1.40833,1.40821,1.40829,45.0
265,2021-05-17 05:11:00,1.40829,1.40843,1.40828,1.4083,29.0
266,2021-05-17 05:12:00,1.40831,1.40832,1.40822,1.40822,12.0
267,2021-05-17 05:13:00,1.40823,1.40831,1.40822,1.40828,23.0
268,2021-05-17 05:14:00,1.40829,1.40829,1.40821,1.40821,14.0
269,2021-05-17 05:15:00,1.4082,1.4082,1.408,1.408,15.0
270,2021-05-17 05:16:00,1.40801,1.40801,1.40791,1.408,17.0
271,2021-05-17 05:17:00,1.40802,1.40808,1.40795,1.40796,40.0
272,2021-05-17 05:18:00,1.40796,1.40807,1.40795,1.408,37.0
273,2021-05-17 05:19:00,1.40799,1.40812,1.40799,1.40812,26.0
274,2021-05-17 05:20:00,1.40811,1.40812,1.40809,1.4081,49.0
275,2021-05-17 05:21:00,1.4081,1.40823,1.40809,1.40821,49.0
276,2021-05-17 05:22:00,1.4082,1.40821,1.40808,1.40811,43.0
277,2021-05-17 05:23:00,1.4081,1.40812,1.4081,1.40811,27.0
278,2021-05-17 05:24:00,1.4081,1.40811,1.40809,1.4081,37.0
279,2021-05-17 05:25:00,1.4081,1.40824,1.40809,1.40823,33.0
280,2021-05-17 05:26:00,1.40824,1.40826,1.40803,1.40803,37.0
281,2021-05-17 05:27:00,1.40799,1.40803,1.40791,1.40802,32.0
282,2021-05-17 05:28:00,1.40804,1.40806,1.40801,1.40801,24.0
283,2021-05-17 05:29:00,1.408,1.40803,1.40791,1.40791,33.0
284,2021-05-17 05:30:00,1.40792,1.40792,1.40781,1.4079,40.0
285,2021-05-17 05:31:00,1.40791,1.40797,1.40788,1.40791,40.0
286,2021-05-17 05:32:00,1.40792,1.40814,1.4079,1.40813,46.0
287,2021-05-17 05:33:00,1.40813,1.40828,1.40812,1.4082,45.0
288,2021-05-17 05:34:00,1.40821,1.40826,1.4082,1.40822,44.0
289,2021-05-17 05:35:00,1.40822,1.40827,1.40811,1.40827,29.0
290,2021-05-17 05:36:00,1.40831,1.40849,1.40828,1.40848,30.0
291,2021-05-17 05:37:00,1.40847,1.40861,1.40843,1.40858,45.0
292,2021-05-17 05:38:00,1.40859,1.4086,1.40837,1.40838,49.0
293,2021-05-17 05:39:00,1.40837,1.4084,1.40822,1.40824,47.0
294,2021-05-17 05:40:00,1.40824,1.40834,1.40822,1.40827,69.0
295,2021-05-17 05:41:00,1.40828,1.40832,1.40822,1.40827,60.0
296,2021-05-17 05:42:00,1.40828,1.40832,1.40823,1.4083,63.0
297,2021-05-17 05:43:00,1.4083,1.40834,1.40829,1.40831,84.0
298,2021-05-17 05:44:00,1.4083,1.4084,1.4083,1.40838,32.0
299,2021-05-17 05:45:00,1.40837,1.40843,1.40837,1.40841,20.0
300,2021-05-17 05:46:00,1.40841,1.40849,1.4084,1.4084,34.0
301,2021-05-17 05:47:00,1.4083,1.40834,1.40828,1.40831,31.0
302,2021-05-17 05:48:00,1.40832,1.40834,1.4082,1.4082,51.0
303,2021-05-17 05:49:00,1.4082,1.40821,1.4082,1.40821,15.0
304,2021-05-17 05:50:00,1.4082,1.40823,1.40819,1.4082,40.0
305,2021-05-17 05:51:00,1.40821,1.40856,1.40819,1.40855,57.0
306,2021-05-17 05:52:00,1.40855,1.40868,1.40854,1.40865,53.0
307,2021-05-17 05:53:00,1.40864,1.40878,1.40861,1.40875,36.0
308,2021-05-17 05:54:00,1.40872,1.40872,1.4087,1.40871,51.0
309,2021-05-17 05:55:00,1.40871,1.40872,1.4087,1.4087,39.0
310,2021-05-17 05:56:00,1.40869,1.4087,1.40863,1.40864,28.0
311,2021-05-17 05:57:00,1.40867,1.40877,1.40867,1.40869,38.0
312,2021-05-17 05:58:00,1.40869,1.40878,1.40867,1.40878,34.0
313,2021-05-17 05:59:00,1.40879,1.40879,1.40868,1.40868,26.0
314,2021-05-17 06:00:00,1.40868,1.40868,1.40856,1.40859,55.0
315,2021-05-17 06:01:00,1.4086,1.4087,1.40859,1.40869,22.0
316,2021-05-17 06:02:00,1.40868,1.40868,1.40859,1.40861,38.0
317,2021-05-17 06:03:00,1.40862,1.40881,1.40861,1.40878,33.0
318,2021-05-17 06:04:00,1.40877,1.4089,1.40877,1.40889,16.0
319,2021-05-17 06:05:00,1.4089,1.40891,1.40886,1.4089,22.0
320,2021-05-17 06:06:00,1.40891,1.40891,1.40881,1.4089,48.0
321,2021-05-17 06:07:00,1.40888,1.4089,1.40883,1.40883,19.0
322,2021-05-17 06:08:00,1.4089,1.40915,1.4089,1.40912,59.0
323,2021-05-17 06:09:00,1.40912,1.40932,1.40911,1.40921,43.0
324,2021-05-17 06:10:00,1.40922,1.40931,1.4092,1.40931,27.0
325,2021-05-17 06:11:00,1.4093,1.40932,1.40928,1.40928,34.0
326,2021-05-17 06:12:00,1.40921,1.40923,1.4092,1.40921,43.0
327,2021-05-17 06:13:00,1.40921,1.40922,1.40915,1.40921,55.0
328,2021-05-17 06:14:00,1.40922,1.40924,1.40911,1.40911,41.0
329,2021-05-17 06:15:00,1.40911,1.40921,1.40911,1.40921,45.0
330,2021-05-17 06:16:00,1.4092,1.40924,1.4092,1.40923,14.0
331,2021-05-17 06:17:00,1.40922,1.40931,1.40921,1.40921,24.0
332,2021-05-17 06:18:00,1.40922,1.40931,1.40913,1.40921,33.0
333,2021-05-17 06:19:00,1.40922,1.40922,1.40908,1.40908,25.0
334,2021-05-17 06:20:00,1.40909,1.4091,1.409,1.409,43.0
335,2021-05-17 06:21:00,1.409,1.40901,1.40899,1.409,52.0
336,2021-05-17 06:22:00,1.4091,1.40912,1.409,1.409,32.0
337,2021-05-17 06:23:00,1.40898,1.40899,1.40881,1.40891,60.0
338,2021-05-17 06:24:00,1.40891,1.40895,1.40882,1.40882,92.0
339,2021-05-17 06:25:00,1.40882,1.40902,1.4088,1.40895,47.0
340,2021-05-17 06:26:00,1.40898,1.40903,1.40888,1.40891,61.0
341,2021-05-17 06:27:00,1.40893,1.40906,1.40891,1.409,69.0
342,2021-05-17 06:28:00,1.40899,1.40899,1.40898,1.40899,6.0
343,2021-05-17 06:29:00,1.40899,1.40901,1.40892,1.409,18.0
344,2021-05-17 06:30:00,1.40909,1.4091,1.40896,1.40896,24.0
345,2021-05-17 06:31:00,1.40896,1.40896,1.40888,1.40889,50.0
346,2021-05-17 06:32:00,1.40888,1.40893,1.40888,1.40891,27.0
347,2021-05-17 06:33:00,1.40891,1.40892,1.40887,1.40891,52.0
348,2021-05-17 06:34:00,1.40889,1.40891,1.40873,1.40873,36.0
349,2021-05-17 06:35:00,1.40873,1.4088,1.40872,1.4088,16.0
350,2021-05-17 06:36:00,1.40877,1.4088,1.40872,1.40879,28.0
351,2021-05-17 06:37:00,1.40878,1.4088,1.4087,1.4087,12.0
352,2021-05-17 06:38:00,1.40871,1.40871,1.40871,1.40871,2.0
353,2021-05-17 06:39:00,1.4087,1.40879,1.4087,1.40879,7.0
354,2021-05-17 06:40:00,1.4088,1.40881,1.40878,1.4088,19.0
355,2021-05-17 06:41:00,1.40879,1.40882,1.40878,1.40882,5.0
356,2021-05-17 06:42:00,1.40881,1.40882,1.4088,1.40881,7.0
357,2021-05-17 06:43:00,1.40882,1.40891,1.40882,1.40891,8.0
