datetime,open,high,low,close
2021-05-11 17:28:00,0.78381,0.78407,0.78376,0.78407
2021-05-11 17:29:00,0.78407,0.78411,0.78383,0.78388
2021-05-11 17:30:00,0.78388,0.78392,0.78356,0.78367
2021-05-11 17:31:00,0.78367,0.78367,0.78333,0.7835
2021-05-11 17:32:00,0.78351,0.78352,0.78329,0.78334
2021-05-11 17:33:00,0.78333,0.78343,0.7833,0.78343
2021-05-11 17:34:00,0.78346,0.78357,0.78332,0.78344
2021-05-11 17:35:00,0.78343,0.78354,0.78337,0.78354
2021-05-11 17:36:00,0.78353,0.78372,0.78347,0.78358
2021-05-11 17:37:00,0.7836,0.78362,0.78351,0.78351
2021-05-11 17:38:00,0.78351,0.78368,0.78351,0.78361
2021-05-11 17:39:00,0.7836,0.78373,0.78356,0.7836
